userName,isEdited,date,review,rating,title,developerResponse
Mallards93,FALSE,4/5/2019 15:35,This App is straight forward and easy to use. It has helped me out when money was tight and gave me affordable payment plans that were straight forward and easier to understand. Also not only can you pay your loan off early without consequences they encourage it!! I have really loved my experience with Affirm,5,Love this App!!,
MarkBot89,FALSE,3/31/2019 15:24,"I love affirm if I’m ever in a bind need a little extra cash for last minute unexpected purchases, I go with affirm. It’s a great way to make purchases without a ding to my credit and they have easy payment options. I would recommend this to anyone. Just use it wisely as you would like any other physical credit card.",5,Works Great!!!,
Sistersc,FALSE,1/31/2019 5:00,"I like Affirm because I pay on each purchase which has resulted in bringing down and paying off loan faster than I ever would have if purchases were combined on one credit card.

Knowing the loan is there when I want it has been greatly appreciated.  Thank you Affirm.",5,"Convenient, Easy to Use and There When Needed",
g_sacd,FALSE,10/5/2018 11:29,Great app - I’ve financed multiple things through Affirm and have never had a problem with payments or anything along those lines. My only request is that we would be able to start to pay off the loan immediately and not have to wait for the merchant to finish approving the transaction.,5,Fantastic!,
Br3nn3n P,FALSE,9/28/2018 23:51,"I love this app. I’ve used affirm multiple times and have always agreed to their rates. At first they are high, like any other company that’s out to make money, but as long as you pay on time, they get better!! It makes complete & total sense. The app is extremely user friendly. Even their customer support is helpful. 5 stars.",5,Simple,
ylynetteking,FALSE,9/22/2018 14:50,I think this is a very nice app and company.  I’ve used this app for a couple of years and I can say it has been wonderful.  I know how much I can spend and it is easy to buy something online without the hassle of paperwork or misunderstanding on how much my payments will be and I can pay it off early and save.,5,Buying on payments,
Jaxdrum,FALSE,9/16/2018 16:25,A friend is someone that’s there for you in your time of need! Affirm goes above and beyond! They are there in your time of wants as well!!! LOL! I love the ease of activating a loan and the no penalty early payoff!! The app shows you exactly how much you’ll save in interest if you pay off early. I highly recommend them and have done so to several of my friends!!,5,A Friend Indeed!!,
poorweather,FALSE,7/10/2018 13:35,"I’ve never used any app like this before without going down the rabbit hole of what to worry about, but wow! I used a website I trusted that recommended using this service and I loved it right away. It was easy to set up, easy to make payments and easy to show others how it works. I loved this and will use it in the future again!",5,Wow!,
carlreiher,FALSE,6/8/2018 10:28,Very easy to use app. I have used Affirm a few times to make purchases online and I must say it is a great way to break down payments on higher priced items. The only thing that I don’t like is that you cannot change payment dates. Other than that I really like Affirm and would recommend it.,5,Easy to use.,
Andre ALP,FALSE,5/17/2018 15:38,"This is what I needed to keep my production studio financed. It allows me to narrow my focus with what equipment is needed and priorities my choices.
I'm allowed to shop almost anywhere online safe and secure. So far this option is better than my credit cards.
As I compare this with PayPal credit, it's hard to say which is better.",5,The option I needed,
ickymonster,FALSE,5/3/2018 10:52,App made it easy to manage payment for things I wanted to buy and got request fast with no penalties for late or early payments. Definitely going to be using this every now and then for small purchases since apr is pretty high. Would suggest if you can pay of the loan quickly so apr won’t get you.,5,Quick and easy,
RawKnowledge,FALSE,1/22/2018 3:05,I’ve been using Affirm for about 2 months now and I must say that my experience has been nothing but great with them! Instant approval on credit decision and it does not effect your score. Great for those who need to finance big purchases with low APR’s. I recommend decent credit history with high percentage payment history for likeliness of approvals.,5,GREAT Financing App!,
JoyBritt,FALSE,5/5/2021 9:26,"Not only is this a great way to pay for large purchases, interest free in most cases, it also helps build your credit and they offer a free savings account which you can add any amount on a recurring basis or whenever you have an $20 a week. What more could you ask for? I definitely give Affirm 5*****",5,Great!!,
Davis1378,FALSE,5/8/2021 5:53,"Downloading the app so I can track my purchase and pay extra etc. they show all of their stores on there. So I’m going through and clicking on them, browsing each store. I didn’t realize it was determining my eligibility each time. Now I don’t qualify for anything because it looked like I tried to qualify for everything. A bit frustrating. There should be a warning, don’t click unless you intend to use credit allowed.",2,Convenient service but lacking,
