Case,Date,Sales Person,Activity
5115,6/11/2014,Jane,Quote
5115,6/12/2014,Jane,Win
5116,6/13/2014,Bob,Lead
5116,6/16/2014,Bob,Contact
5116,6/18/2014,Bob,Contact
5116,6/20/2014,Bob,Contact
5116,6/23/2014,Bob,Contact
5116,6/24/2014,Bob,Contact
5116,6/25/2014,Bob,No Quote
5116,6/26/2014,Bob,Lose
5117,6/27/2014,Mary,Lead
5117,6/30/2014,Mary,Contact
5117,7/4/2014,Mary,Contact
5117,7/8/2014,Mary,Contact
5117,7/9/2014,Mary,No Quote
5117,7/10/2014,Mary,Lose
5118,7/11/2014,Bill,Lead
5118,7/18/2014,Bill,Contact
5118,7/21/2014,Bill,Contact
5118,7/23/2014,Bill,No Quote
5118,7/24/2014,Bill,Lose
5119,7/25/2014,Jane,Lead
5119,7/28/2014,Jane,Contact
5119,7/29/2014,Jane,Contact
5119,8/5/2014,Jane,Contact
5119,8/6/2014,Jane,No Quote
5119,8/7/2014,Jane,Lose
5120,8/8/2014,Bob,Lead
5120,8/11/2014,Bob,Contact
5120,8/13/2014,Bob,Contact
5120,8/14/2014,Bob,Contact
5120,8/15/2014,Bob,Contact
5120,8/18/2014,Bob,Contact
5120,8/19/2014,Bob,Contact
5120,8/20/2014,Bob,Quote
5120,8/21/2014,Bob,Lose
5121,8/22/2014,Mary,Lead
5121,8/25/2014,Mary,Contact
5121,8/26/2014,Mary,Contact
5121,8/29/2014,Mary,Contact
5121,9/2/2014,Mary,Contact
5121,9/3/2014,Mary,No Quote
5121,9/4/2014,Mary,Lose
5122,9/5/2014,Bill,Lead
5122,9/8/2014,Bill,Contact
5122,9/10/2014,Bill,Contact
5122,9/15/2014,Bill,Contact
5122,9/17/2014,Bill,Quote
5122,9/18/2014,Bill,Lose
5123,9/19/2014,Jane,Lead
5123,9/23/2014,Jane,Contact
5123,9/25/2014,Jane,Contact
5123,9/26/2014,Jane,Contact
5123,9/29/2014,Jane,Contact
5123,10/1/2014,Jane,No Quote
5123,10/2/2014,Jane,Lose
5124,10/3/2014,Bob,Lead
5124,10/6/2014,Bob,Contact
5124,10/10/2014,Bob,Contact
5124,10/13/2014,Bob,Contact
5124,10/15/2014,Bob,No Quote
5124,10/16/2014,Bob,Lose
5125,10/17/2014,Mary,Lead
5125,10/21/2014,Mary,Contact
5125,10/22/2014,Mary,Contact
5125,10/28/2014,Mary,Contact
5125,10/29/2014,Mary,No Quote
5125,10/30/2014,Mary,Lose
5126,10/31/2014,Bill,Lead
5126,11/3/2014,Bill,Contact
5126,11/4/2014,Bill,Contact
5126,11/6/2014,Bill,Contact
5126,11/7/2014,Bill,Contact
5126,11/11/2014,Bill,Contact
5126,11/12/2014,Bill,No Quote
5126,11/13/2014,Bill,Lose
5127,11/14/2014,Jane,Lead
5127,11/17/2014,Jane,Contact
5127,11/20/2014,Jane,Contact
5127,11/24/2014,Jane,Contact
5127,11/25/2014,Jane,Contact
5127,11/26/2014,Jane,No Quote
5127,11/27/2014,Jane,Lose
5128,11/28/2014,Bob,Lead
5128,12/2/2014,Bob,Contact
5128,12/3/2014,Bob,Contact
5128,12/4/2014,Bob,Contact
5128,12/9/2014,Bob,Contact
5128,12/10/2014,Bob,Quote
5128,12/11/2014,Bob,Win
5129,12/12/2014,Mary,Lead
5129,12/15/2014,Mary,Contact
5129,12/16/2014,Mary,Contact
5129,12/18/2014,Mary,Contact
5129,12/22/2014,Mary,Contact
5129,12/24/2014,Mary,No Quote
5129,12/25/2014,Mary,Lose
5130,12/26/2014,Bill,Lead
5130,12/30/2014,Bill,Contact
5130,1/2/2015,Bill,Contact
5130,1/6/2015,Bill,Contact
5130,1/7/2015,Bill,No Quote
5130,1/8/2015,Bill,Lose
5131,1/9/2015,Jane,Lead
5131,1/12/2015,Jane,Contact
5131,1/14/2015,Jane,Contact
5131,1/15/2015,Jane,Contact
5131,1/16/2015,Jane,Contact
5131,1/20/2015,Jane,Contact
5131,1/21/2015,Jane,No Quote
5131,1/22/2015,Jane,Lose
5132,1/23/2015,Bob,Lead
5132,1/27/2015,Bob,Contact
5132,1/29/2015,Bob,Contact
5132,2/3/2015,Bob,Contact
5132,2/4/2015,Bob,No Quote
5132,2/5/2015,Bob,Lose
5133,2/6/2015,Mary,Lead
5133,2/9/2015,Mary,Contact
5133,2/11/2015,Mary,Contact
5133,2/13/2015,Mary,Contact
5133,2/18/2015,Mary,No Quote
5133,2/19/2015,Mary,Lose
5134,2/20/2015,Bill,Lead
5134,2/23/2015,Bill,Contact
5134,2/24/2015,Bill,Contact
5134,2/26/2015,Bill,Contact
5134,3/2/2015,Bill,Contact
5134,3/3/2015,Bill,Contact
5134,3/4/2015,Bill,No Quote
5134,3/5/2015,Bill,Lose
5135,3/6/2015,Jane,Lead
5135,3/9/2015,Jane,Contact
5135,3/10/2015,Jane,Contact
5135,3/11/2015,Jane,Contact
5135,3/13/2015,Jane,Contact
5135,3/18/2015,Jane,No Quote
5135,3/19/2015,Jane,Lose
5136,3/20/2015,Bob,Lead
5136,3/24/2015,Bob,Contact
5136,3/27/2015,Bob,Contact
5136,3/31/2015,Bob,Contact
5136,4/1/2015,Bob,Quote
5136,4/2/2015,Bob,Win
5137,4/3/2015,Mary,Lead
5137,4/6/2015,Mary,Contact
5137,4/7/2015,Mary,Contact
5137,4/8/2015,Mary,Contact
5137,4/9/2015,Mary,Contact
5137,4/10/2015,Mary,Contact
5137,4/13/2015,Mary,Contact
5137,4/15/2015,Mary,Quote
5137,4/16/2015,Mary,Win
5138,4/17/2015,Bill,Lead
5138,4/20/2015,Bill,Contact
5138,4/21/2015,Bill,Contact
5138,4/22/2015,Bill,Contact
5138,4/29/2015,Bill,No Quote
5138,4/30/2015,Bill,Lose
5139,5/1/2015,Jane,Lead
5139,5/4/2015,Jane,Contact
5139,5/5/2015,Jane,Contact
5139,5/6/2015,Jane,Contact
5139,5/7/2015,Jane,Contact
5139,5/8/2015,Jane,Contact
5139,5/11/2015,Jane,Contact
5139,5/13/2015,Jane,No Quote
5139,5/14/2015,Jane,Lose
5140,5/15/2015,Bob,Lead
5140,5/18/2015,Bob,Contact
5140,5/19/2015,Bob,Contact
5140,5/20/2015,Bob,Contact
5140,5/22/2015,Bob,Contact
5140,5/25/2015,Bob,Contact
5140,5/27/2015,Bob,Quote
5140,5/28/2015,Bob,Lose
5141,5/29/2015,Mary,Lead
5141,6/3/2015,Mary,Contact
5141,6/10/2015,Mary,No Quote
5141,6/11/2015,Mary,Lose
5142,6/12/2015,Bill,Lead
5142,6/15/2015,Bill,Contact
5142,6/16/2015,Bill,Contact
5142,6/18/2015,Bill,Contact
5142,6/24/2015,Bill,No Quote
5142,6/25/2015,Bill,Lose
5143,6/26/2015,Jane,Lead
5143,6/30/2015,Jane,Contact
5143,7/2/2015,Jane,Contact
5143,7/3/2015,Jane,Contact
5143,7/8/2015,Jane,No Quote
5143,7/9/2015,Jane,Lose
5144,7/10/2015,Bob,Lead
5144,7/13/2015,Bob,Contact
5144,7/15/2015,Bob,Contact
5144,7/20/2015,Bob,Contact
5144,7/22/2015,Bob,No Quote
5144,7/23/2015,Bob,Lose
5145,7/24/2015,Mary,Lead
5145,7/28/2015,Mary,Contact
5145,7/29/2015,Mary,Contact
5145,8/4/2015,Mary,Contact
5145,8/5/2015,Mary,No Quote
5145,8/6/2015,Mary,Lose
5146,8/7/2015,Bill,Lead
5146,8/18/2015,Bill,Contact
5146,8/19/2015,Bill,No Quote
5146,8/20/2015,Bill,Lose
5147,8/21/2015,Jane,Lead
5147,8/26/2015,Jane,Contact
5147,8/28/2015,Jane,Contact
5147,8/31/2015,Jane,Contact
5147,9/1/2015,Jane,Contact
5147,9/2/2015,Jane,No Quote
5147,9/3/2015,Jane,Lose
5148,9/4/2015,Bob,Lead
5148,9/10/2015,Bob,Contact
5148,9/14/2015,Bob,Contact
5148,9/16/2015,Bob,No Quote
5148,9/17/2015,Bob,Lose
5149,9/18/2015,Mary,Lead
5149,9/21/2015,Mary,Contact
5149,9/23/2015,Mary,Contact
5149,9/28/2015,Mary,Contact
5149,9/30/2015,Mary,No Quote
5149,10/1/2015,Mary,Lose
5150,10/2/2015,Bill,Lead
5150,10/5/2015,Bill,Contact
5150,10/6/2015,Bill,Contact
5150,10/8/2015,Bill,Contact
5150,10/13/2015,Bill,Contact
5150,10/14/2015,Bill,No Quote
5150,10/15/2015,Bill,Lose
5151,10/16/2015,Jane,Lead
5151,10/20/2015,Jane,Contact
5151,10/26/2015,Jane,Contact
5151,10/28/2015,Jane,No Quote
5151,10/29/2015,Jane,Lose
5152,10/30/2015,Bob,Lead
5152,11/2/2015,Bob,Contact
5152,11/3/2015,Bob,Contact
5152,11/4/2015,Bob,Contact
5152,11/11/2015,Bob,No Quote
5152,11/12/2015,Bob,Lose
5153,11/13/2015,Mary,Lead
5153,11/16/2015,Mary,Contact
5153,11/19/2015,Mary,Contact
5153,11/25/2015,Mary,No Quote
5153,11/26/2015,Mary,Lose
5154,11/27/2015,Bill,Lead
5154,11/30/2015,Bill,Contact
5154,12/2/2015,Bill,Contact
5154,12/3/2015,Bill,Contact
5154,12/4/2015,Bill,Contact
5154,12/7/2015,Bill,Contact
5154,12/9/2015,Bill,No Quote
5154,12/10/2015,Bill,Lose
5155,12/11/2015,Jane,Lead
5155,12/15/2015,Jane,Contact
5155,12/16/2015,Jane,Contact
5155,12/17/2015,Jane,Contact
5155,12/23/2015,Jane,No Quote
5155,12/24/2015,Jane,Lose
5156,12/25/2015,Bob,Lead
5156,12/28/2015,Bob,Contact
5156,12/29/2015,Bob,Contact
5156,1/5/2016,Bob,Contact
5156,1/6/2016,Bob,No Quote
5156,1/7/2016,Bob,Lose
5157,1/8/2016,Mary,Lead
5157,1/11/2016,Mary,Contact
5157,1/12/2016,Mary,Contact
5157,1/13/2016,Mary,Contact
5157,1/14/2016,Mary,Contact
5157,1/15/2016,Mary,Contact
5157,1/19/2016,Mary,Contact
5157,1/20/2016,Mary,Quote
5157,1/21/2016,Mary,Win
5158,1/22/2016,Bill,Lead
5158,1/25/2016,Bill,Contact
5158,1/29/2016,Bill,Contact
5158,2/2/2016,Bill,Contact
5158,2/3/2016,Bill,No Quote
5158,2/4/2016,Bill,Lose
5159,2/5/2016,Jane,Lead
5159,2/15/2016,Jane,Contact
5159,2/16/2016,Jane,Contact
5159,2/17/2016,Jane,No Quote
5159,2/18/2016,Jane,Lose
5160,2/19/2016,Bob,Lead
5160,2/24/2016,Bob,Contact
5160,2/25/2016,Bob,Contact
5160,2/26/2016,Bob,Contact
5160,3/2/2016,Bob,No Quote
5160,3/3/2016,Bob,Lose
5161,3/4/2016,Mary,Lead
5161,3/7/2016,Mary,Contact
5161,3/10/2016,Mary,Contact
5161,3/11/2016,Mary,Contact
5161,3/16/2016,Mary,No Quote
5161,3/17/2016,Mary,Lose
5162,3/18/2016,Bill,Lead
5162,3/21/2016,Bill,Contact
5162,3/22/2016,Bill,Contact
5162,3/23/2016,Bill,Contact
5162,3/24/2016,Bill,Contact
5162,3/25/2016,Bill,Contact
5162,3/28/2016,Bill,Contact
5162,3/30/2016,Bill,No Quote
5162,3/31/2016,Bill,Lose
5163,4/1/2016,Jane,Lead
5163,4/7/2016,Jane,Contact
5163,4/8/2016,Jane,Contact
5163,4/12/2016,Jane,Contact
5163,4/13/2016,Jane,No Quote
5163,4/14/2016,Jane,Lose
5164,4/15/2016,Bob,Lead
5164,4/18/2016,Bob,Contact
5164,4/20/2016,Bob,Contact
5164,4/21/2016,Bob,Contact
5164,4/22/2016,Bob,Contact
5164,4/26/2016,Bob,Contact
5164,4/27/2016,Bob,Quote
5164,4/28/2016,Bob,Lose
5165,4/29/2016,Mary,Lead
5165,5/2/2016,Mary,Contact
5165,5/4/2016,Mary,Contact
5165,5/9/2016,Mary,Contact
5165,5/11/2016,Mary,No Quote
5165,5/12/2016,Mary,Lose
5166,5/13/2016,Bill,Lead
5166,5/17/2016,Bill,Contact
5166,5/19/2016,Bill,Contact
5166,5/25/2016,Bill,No Quote
5166,5/26/2016,Bill,Lose
5167,5/27/2016,Jane,Lead
5167,6/3/2016,Jane,Contact
5167,6/6/2016,Jane,Contact
5167,6/8/2016,Jane,No Quote
5167,6/9/2016,Jane,Lose
5168,6/10/2016,Bob,Lead
5168,6/16/2016,Bob,Contact
5168,6/17/2016,Bob,Contact
5168,6/22/2016,Bob,No Quote
5168,6/23/2016,Bob,Lose
5169,6/24/2016,Mary,Lead
5169,6/27/2016,Mary,Contact
5169,6/29/2016,Mary,Contact
5169,7/1/2016,Mary,Contact
5169,7/4/2016,Mary,Contact
5169,7/6/2016,Mary,No Quote
5169,7/7/2016,Mary,Lose
5170,7/8/2016,Bill,Lead
5170,7/12/2016,Bill,Contact
5170,7/13/2016,Bill,Contact
5170,7/15/2016,Bill,Contact
5170,7/18/2016,Bill,Contact
5170,7/19/2016,Bill,Contact
5170,7/20/2016,Bill,No Quote
5170,7/21/2016,Bill,Lose
5171,7/22/2016,Jane,Lead
5171,7/25/2016,Jane,Contact
5171,7/26/2016,Jane,Contact
5171,7/27/2016,Jane,Contact
5171,7/28/2016,Jane,Contact
5171,7/29/2016,Jane,Contact
5171,8/3/2016,Jane,No Quote
5171,8/4/2016,Jane,Lose
5172,8/5/2016,Bob,Lead
5172,8/11/2016,Bob,Contact
5172,8/15/2016,Bob,Contact
5172,8/16/2016,Bob,Contact
5172,8/17/2016,Bob,No Quote
5172,8/18/2016,Bob,Lose
5173,8/19/2016,Mary,Lead
5173,8/22/2016,Mary,Contact
5173,8/23/2016,Mary,Contact
5173,8/24/2016,Mary,Contact
5173,8/25/2016,Mary,Contact
5173,8/30/2016,Mary,Contact
5173,8/31/2016,Mary,Quote
5173,9/1/2016,Mary,Win
5174,9/2/2016,Bill,Lead
5174,9/6/2016,Bill,Contact
5174,9/7/2016,Bill,Contact
5174,9/12/2016,Bill,Contact
5174,9/13/2016,Bill,Contact
5174,9/14/2016,Bill,No Quote
5174,9/15/2016,Bill,Lose
5175,9/16/2016,Jane,Lead
5175,9/19/2016,Jane,Contact
5175,9/20/2016,Jane,Contact
5175,9/21/2016,Jane,Contact
5175,9/22/2016,Jane,Contact
5175,9/23/2016,Jane,Contact
5175,9/27/2016,Jane,Contact
5175,9/28/2016,Jane,No Quote
5175,9/29/2016,Jane,Lose
5176,9/30/2016,Bob,Lead
5176,10/6/2016,Bob,Contact
5176,10/11/2016,Bob,Contact
5176,10/12/2016,Bob,No Quote
5176,10/13/2016,Bob,Lose
5177,10/14/2016,Mary,Lead
5177,10/17/2016,Mary,Contact
5177,10/18/2016,Mary,Contact
5177,10/21/2016,Mary,Contact
5177,10/24/2016,Mary,Contact
5177,10/25/2016,Mary,Contact
5177,10/26/2016,Mary,No Quote
5177,10/27/2016,Mary,Lose
5178,10/28/2016,Bill,Lead
5178,10/31/2016,Bill,Contact
5178,11/1/2016,Bill,Contact
5178,11/3/2016,Bill,Contact
5178,11/9/2016,Bill,No Quote
5178,11/10/2016,Bill,Lose
5179,11/11/2016,Jane,Lead
5179,11/14/2016,Jane,Contact
5179,11/15/2016,Jane,Contact
5179,11/21/2016,Jane,Contact
5179,11/22/2016,Jane,Contact
5179,11/23/2016,Jane,No Quote
5179,11/24/2016,Jane,Lose
5180,11/25/2016,Bob,Lead
5180,12/7/2016,Bob,No Quote
5180,12/8/2016,Bob,Lose
5181,12/9/2016,Mary,Lead
5181,12/16/2016,Mary,Contact
5181,12/20/2016,Mary,Contact
5181,12/21/2016,Mary,No Quote
5181,12/22/2016,Mary,Lose
5182,12/23/2016,Bill,Lead
5182,12/26/2016,Bill,Contact
5182,12/27/2016,Bill,Contact
5182,12/29/2016,Bill,Contact
5182,12/30/2016,Bill,Contact
5182,1/5/2010,Bill,No Quote
5182,1/6/2010,Bill,Lose
5183,1/7/2010,Jane,Lead
5183,1/12/2010,Jane,Contact
5183,1/13/2010,Jane,Contact
5183,1/18/2010,Jane,Contact
5183,1/19/2010,Jane,No Quote
5183,1/20/2010,Jane,Lose
5184,1/21/2010,Bob,Lead
5184,1/25/2010,Bob,Contact
5184,1/28/2010,Bob,Contact
5184,1/29/2010,Bob,Contact
5184,2/2/2010,Bob,No Quote
5184,2/3/2010,Bob,Lose
5185,2/4/2010,Mary,Lead
5185,2/8/2010,Mary,Contact
5185,2/9/2010,Mary,Contact
5185,2/11/2010,Mary,Contact
5185,2/12/2010,Mary,Contact
5185,2/16/2010,Mary,No Quote
5185,2/17/2010,Mary,Lose
5186,2/18/2010,Bill,Lead
5186,2/19/2010,Bill,Contact
5186,2/24/2010,Bill,Contact
5186,2/25/2010,Bill,Contact
5186,2/26/2010,Bill,Contact
5186,3/1/2010,Bill,Contact
5186,3/2/2010,Bill,Quote
5186,3/3/2010,Bill,Lose
5187,3/4/2010,Jane,Lead
5187,3/5/2010,Jane,Contact
5187,3/10/2010,Jane,Contact
5187,3/11/2010,Jane,Contact
5187,3/15/2010,Jane,Contact
5187,3/16/2010,Jane,No Quote
5187,3/17/2010,Jane,Lose
5188,3/18/2010,Bob,Lead
5188,3/19/2010,Bob,Contact
5188,3/23/2010,Bob,Contact
5188,3/24/2010,Bob,Contact
5188,3/25/2010,Bob,Contact
5188,3/30/2010,Bob,No Quote
5188,3/31/2010,Bob,Lose
5189,4/1/2010,Mary,Lead
5189,4/6/2010,Mary,Contact
5189,4/7/2010,Mary,Contact
5189,4/8/2010,Mary,Contact
5189,4/9/2010,Mary,Contact
5189,4/12/2010,Mary,Contact
5189,4/13/2010,Mary,Quote
5189,4/14/2010,Mary,Lose
5190,4/15/2010,Bill,Lead
5190,4/16/2010,Bill,Contact
5190,4/20/2010,Bill,Contact
5190,4/27/2010,Bill,No Quote
5190,4/28/2010,Bill,Lose
5191,4/29/2010,Jane,Lead
5191,5/3/2010,Jane,Contact
5191,5/4/2010,Jane,Contact
5191,5/6/2010,Jane,Contact
5191,5/7/2010,Jane,Contact
5191,5/11/2010,Jane,No Quote
5191,5/12/2010,Jane,Lose
5192,5/13/2010,Bob,Lead
5192,5/14/2010,Bob,Contact
5192,5/17/2010,Bob,Contact
5192,5/18/2010,Bob,Contact
5192,5/19/2010,Bob,Contact
5192,5/20/2010,Bob,Contact
5192,5/25/2010,Bob,Quote
5192,5/26/2010,Bob,Win
5193,5/27/2010,Mary,Lead
5193,5/28/2010,Mary,Contact
5193,5/31/2010,Mary,Contact
5193,6/2/2010,Mary,Contact
5193,6/4/2010,Mary,Contact
5193,6/8/2010,Mary,No Quote
5193,6/9/2010,Mary,Lose
5194,6/10/2010,Bill,Lead
5194,6/14/2010,Bill,Contact
5194,6/16/2010,Bill,Contact
5194,6/17/2010,Bill,Contact
5194,6/22/2010,Bill,No Quote
5194,6/23/2010,Bill,Lose
5195,6/24/2010,Jane,Lead
5195,6/28/2010,Jane,Contact
5195,6/30/2010,Jane,Contact
5195,7/5/2010,Jane,Contact
5195,7/6/2010,Jane,No Quote
5195,7/7/2010,Jane,Lose
5196,7/8/2010,Bob,Lead
5196,7/14/2010,Bob,Contact
5196,7/15/2010,Bob,Contact
5196,7/16/2010,Bob,Contact
5196,7/19/2010,Bob,Contact
5196,7/20/2010,Bob,Quote
5196,7/21/2010,Bob,Lose
5197,7/22/2010,Mary,Lead
5197,7/26/2010,Mary,Contact
5197,7/29/2010,Mary,Contact
5197,8/3/2010,Mary,No Quote
5197,8/4/2010,Mary,Lose
5198,8/5/2010,Bill,Lead
5198,8/6/2010,Bill,Contact
5198,8/9/2010,Bill,Contact
5198,8/10/2010,Bill,Contact
5198,8/13/2010,Bill,Contact
5198,8/17/2010,Bill,Quote
5198,8/18/2010,Bill,Win
5199,8/19/2010,Jane,Lead
5199,8/20/2010,Jane,Contact
5199,8/24/2010,Jane,Contact
5199,8/26/2010,Jane,Contact
5199,8/27/2010,Jane,Contact
5199,8/30/2010,Jane,Contact
5199,8/31/2010,Jane,No Quote
5199,9/1/2010,Jane,Lose
5200,9/2/2010,Bob,Lead
5200,9/7/2010,Bob,Contact
5200,9/8/2010,Bob,Contact
5200,9/9/2010,Bob,Contact
5200,9/13/2010,Bob,Contact
5200,9/14/2010,Bob,No Quote
5200,9/15/2010,Bob,Lose
5201,9/16/2010,Mary,Lead
5201,9/20/2010,Mary,Contact
5201,9/24/2010,Mary,Contact
5201,9/27/2010,Mary,Contact
5201,9/28/2010,Mary,No Quote
5201,9/29/2010,Mary,Lose
5202,9/30/2010,Bill,Lead
5202,10/1/2010,Bill,Contact
5202,10/5/2010,Bill,Contact
5202,10/6/2010,Bill,Contact
5202,10/8/2010,Bill,Contact
5202,10/12/2010,Bill,No Quote
5202,10/13/2010,Bill,Lose
5203,10/14/2010,Jane,Lead
5203,10/19/2010,Jane,Contact
5203,10/22/2010,Jane,Contact
5203,10/25/2010,Jane,Contact
5203,10/26/2010,Jane,No Quote
5203,10/27/2010,Jane,Lose
5204,10/28/2010,Bob,Lead
5204,11/8/2010,Bob,Contact
5204,11/9/2010,Bob,No Quote
5204,11/10/2010,Bob,Lose
5205,11/11/2010,Mary,Lead
5205,11/17/2010,Mary,Contact
5205,11/18/2010,Mary,Contact
5205,11/23/2010,Mary,No Quote
5205,11/24/2010,Mary,Lose
5206,11/25/2010,Bill,Lead
5206,11/26/2010,Bill,Contact
5206,11/30/2010,Bill,Contact
5206,12/7/2010,Bill,No Quote
5206,12/8/2010,Bill,Lose
5207,12/9/2010,Jane,Lead
5207,12/10/2010,Jane,Contact
5207,12/13/2010,Jane,Contact
5207,12/14/2010,Jane,Contact
5207,12/16/2010,Jane,Contact
5207,12/20/2010,Jane,Contact
5207,12/21/2010,Jane,No Quote
5207,12/22/2010,Jane,Lose
5208,12/23/2010,Bob,Lead
5208,12/24/2010,Bob,Contact
5208,12/28/2010,Bob,Contact
5208,12/29/2010,Bob,Contact
5208,12/30/2010,Bob,Contact
5208,12/31/2010,Bob,Contact
5208,1/4/2011,Bob,Quote
5208,1/5/2011,Bob,Win
5209,1/6/2011,Mary,Lead
5209,1/10/2011,Mary,Contact
5209,1/11/2011,Mary,Contact
5209,1/13/2011,Mary,Contact
5209,1/14/2011,Mary,Contact
5209,1/17/2011,Mary,Contact
5209,1/18/2011,Mary,Quote
5209,1/19/2011,Mary,Win
5210,1/20/2011,Bill,Lead
5210,1/24/2011,Bill,Contact
5210,1/25/2011,Bill,Contact
5210,1/26/2011,Bill,Contact
5210,1/28/2011,Bill,Contact
5210,2/1/2011,Bill,No Quote
5210,2/2/2011,Bill,Lose
5211,2/3/2011,Jane,Lead
5211,2/4/2011,Jane,Contact
5211,2/8/2011,Jane,Contact
5211,2/10/2011,Jane,Contact
5211,2/15/2011,Jane,No Quote
5211,2/16/2011,Jane,Lose
5212,2/17/2011,Bob,Lead
5212,2/18/2011,Bob,Contact
5212,2/24/2011,Bob,Contact
5212,3/1/2011,Bob,No Quote
5212,3/2/2011,Bob,Lose
5213,3/3/2011,Mary,Lead
5213,3/4/2011,Mary,Contact
5213,3/7/2011,Mary,Contact
5213,3/8/2011,Mary,Contact
5213,3/9/2011,Mary,Contact
5213,3/11/2011,Mary,Contact
5213,3/15/2011,Mary,No Quote
5213,3/16/2011,Mary,Lose
5214,3/17/2011,Bill,Lead
5214,3/18/2011,Bill,Contact
5214,3/21/2011,Bill,Contact
5214,3/22/2011,Bill,Contact
5214,3/24/2011,Bill,Contact
5214,3/25/2011,Bill,Contact
5214,3/29/2011,Bill,Quote
5214,3/30/2011,Bill,Lose
5215,3/31/2011,Jane,Lead
5215,4/4/2011,Jane,Contact
5215,4/5/2011,Jane,Contact
5215,4/7/2011,Jane,Contact
5215,4/12/2011,Jane,No Quote
5215,4/13/2011,Jane,Lose
5216,4/14/2011,Bob,Lead
5216,4/15/2011,Bob,Contact
5216,4/26/2011,Bob,No Quote
5216,4/27/2011,Bob,Lose
5217,4/28/2011,Mary,Lead
5217,4/29/2011,Mary,Contact
5217,5/3/2011,Mary,Contact
5217,5/10/2011,Mary,No Quote
5217,5/11/2011,Mary,Lose
5218,5/12/2011,Bill,Lead
5218,5/13/2011,Bill,Contact
5218,5/16/2011,Bill,Contact
5218,5/18/2011,Bill,Contact
5218,5/19/2011,Bill,Contact
5218,5/20/2011,Bill,Contact
5218,5/23/2011,Bill,Contact
5218,5/24/2011,Bill,No Quote
5218,5/25/2011,Bill,Lose
5219,5/26/2011,Jane,Lead
5219,5/31/2011,Jane,Contact
5219,6/1/2011,Jane,Contact
5219,6/2/2011,Jane,Contact
5219,6/3/2011,Jane,Contact
5219,6/6/2011,Jane,Contact
5219,6/7/2011,Jane,No Quote
5219,6/8/2011,Jane,Lose
5220,6/9/2011,Bob,Lead
5220,6/10/2011,Bob,Contact
5220,6/17/2011,Bob,Contact
5220,6/21/2011,Bob,No Quote
5220,6/22/2011,Bob,Lose
5221,6/23/2011,Mary,Lead
5221,6/30/2011,Mary,Contact
5221,7/5/2011,Mary,No Quote
5221,7/6/2011,Mary,Lose
5222,7/7/2011,Bill,Lead
5222,7/12/2011,Bill,Contact
5222,7/13/2011,Bill,Contact
5222,7/19/2011,Bill,No Quote
5222,7/20/2011,Bill,Lose
5223,7/21/2011,Jane,Lead
5223,7/26/2011,Jane,Contact
5223,7/29/2011,Jane,Contact
5223,8/1/2011,Jane,Contact
5223,8/2/2011,Jane,No Quote
5223,8/3/2011,Jane,Lose
5224,8/4/2011,Bob,Lead
5224,8/5/2011,Bob,Contact
5224,8/8/2011,Bob,Contact
5224,8/11/2011,Bob,Contact
5224,8/12/2011,Bob,Contact
5224,8/15/2011,Bob,Contact
5224,8/16/2011,Bob,No Quote
5224,8/17/2011,Bob,Lose
5225,8/18/2011,Mary,Lead
5225,8/19/2011,Mary,Contact
5225,8/25/2011,Mary,Contact
5225,8/29/2011,Mary,Contact
5225,8/30/2011,Mary,No Quote
5225,8/31/2011,Mary,Lose
5226,9/1/2011,Bill,Lead
5226,9/2/2011,Bill,Contact
5226,9/5/2011,Bill,Contact
5226,9/6/2011,Bill,Contact
5226,9/8/2011,Bill,Contact
5226,9/13/2011,Bill,No Quote
5226,9/14/2011,Bill,Lose
5227,9/15/2011,Jane,Lead
5227,9/16/2011,Jane,Contact
5227,9/20/2011,Jane,Contact
5227,9/22/2011,Jane,Contact
5227,9/23/2011,Jane,Contact
5227,9/26/2011,Jane,Contact
5227,9/27/2011,Jane,No Quote
5227,9/28/2011,Jane,Lose
5228,9/29/2011,Bob,Lead
5228,9/30/2011,Bob,Contact
5228,10/5/2011,Bob,Contact
5228,10/6/2011,Bob,Contact
5228,10/7/2011,Bob,Contact
5228,10/10/2011,Bob,Contact
5228,10/11/2011,Bob,Quote
5228,10/12/2011,Bob,Lose
5229,10/13/2011,Mary,Lead
5229,10/14/2011,Mary,Contact
5229,10/19/2011,Mary,Contact
5229,10/20/2011,Mary,Contact
5229,10/21/2011,Mary,Contact
5229,10/24/2011,Mary,Contact
5229,10/25/2011,Mary,Quote
5229,10/26/2011,Mary,Win
5230,10/27/2011,Bill,Lead
5230,10/31/2011,Bill,Contact
5230,11/1/2011,Bill,Contact
5230,11/7/2011,Bill,Contact
5230,11/8/2011,Bill,No Quote
5230,11/9/2011,Bill,Lose
5231,11/10/2011,Jane,Lead
5231,11/15/2011,Jane,Contact
5231,11/16/2011,Jane,Contact
5231,11/21/2011,Jane,Contact
5231,11/22/2011,Jane,No Quote
5231,11/23/2011,Jane,Lose
5232,11/24/2011,Bob,Lead
5232,11/29/2011,Bob,Contact
5232,11/30/2011,Bob,Contact
5232,12/6/2011,Bob,No Quote
5232,12/7/2011,Bob,Lose
5233,12/8/2011,Mary,Lead
5233,12/9/2011,Mary,Contact
5233,12/13/2011,Mary,Contact
5233,12/15/2011,Mary,Contact
5233,12/20/2011,Mary,Quote
5233,12/21/2011,Mary,Win
