review,userName,date,developerResponse,title,isEdited,rating
App is easy to use and does what they say.  Thank you for the float just sent to my account.  I wish it was more. Got to start some where.  Thanks again for the float.,Lynnallen357,5/19/2021 22:28,"{'id': 22942371, 'body': 'Thank you so much for your review! 😁 Most members start at $20-$30 since the average overdraft is caused by a $15 - $25 transaction but increases as we get to know you better and learn your financial habits.\n\nThe system increases Floats based on a variety of factors, including the number of Floats taken out and on-time repayment history. Please feel free to reach out to support for more information on this specific case.', 'modified': '2021-05-21T18:10:58Z'}",Works,FALSE,5
Easy to verify account and can use a different debit card than your main bank if needed. Doesn’t support Discover bank cards.,Seattlegoobley69,4/7/2021 18:10,"{'id': 22134814, 'body': 'Thank you for your review, Seattlegoobley69! :)', 'modified': '2021-04-08T23:16:58Z'}",Easy to set up,FALSE,5
I’ve used other cash apps like this and it takes forever for it to work and this one was super easy and quick,babyrue20002,2/16/2021 17:13,"{'id': 21144909, 'body': 'As we intend the process to be! Thank you for your review, babyrue20002!', 'modified': '2021-02-18T16:44:13Z'}",Easy,FALSE,5
The amount don’t change I think it should go up after payment but it don’t,Jenn7476&7476,2/11/2021 15:24,"{'id': 21026599, 'body': 'Hi there, thank you for your review! Most members start at $20-$30 since the average overdraft is caused by a $15 - $25 transaction but increases as we get to know you better and learn your financial habits. The system increases Floats based on a variety of factors, including number of floats taken out and on-time repayment history. Please feel free to reach out to the support team at floatme.zendesk.com for more information on this specific case.', 'modified': '2021-02-12T19:57:27Z'}",I’m still learning it don’t change or go up,FALSE,5
"Easy and very manage to get right to the money. I love this app but the only thing I wish it start me off with is a larger amount but other then that, this app is great overall!",warren. F,2/2/2021 21:23,"{'id': 20382313, 'body': 'Hi warren. F, thank you for your kind words! Most members start at $20-$30 since the average overdraft is caused by a $15 - $25 transaction but increases as we get to know you better and learn your financial habits :)', 'modified': '2021-01-13T18:19:13Z'}",Love it!,TRUE,5
Tried to get a float of $20 a week ago and got an “internal error message”. Waited and tried again just now and got the same error message. Not worth it at all.,RR893,9/29/2020 7:52,"{'id': 18201258, 'body': ""Hi, I'm sorry to hear you're having problems. You can reach our support team by visiting floatme.zendesk.com; we're here to help and would love to review your account- it sounds like there may be an issue with your bank or card connection."", 'modified': '2020-09-30T16:41:07Z'}",Don’t download,FALSE,5
"It’s an okay app. Functions well, but it starts you out at a low advance amount ($10-$30) you have to work your way up. I understand the reasoning, just wish that had been more clear upfront",kwatson223,1/29/2021 14:30,"{'id': 20789954, 'body': ""Hi kwatson223, thank you so much for your feedback. We'd love to hear more feedback from you. Please contact us at floatme.zendesk.com."", 'modified': '2021-02-01T18:44:02Z'}",It’s alright,FALSE,4
This is my first day using this app and so far it’s great! The process of setting up an account is super simple and verifying income was easy! Definitely creates an effortless customer experience.,Obey_Lion17,2/9/2021 21:40,"{'id': 21004016, 'body': 'Hi Obey_Lion17, thank you for your review!! Welcome to the FloatMe community! :)', 'modified': '2021-02-11T16:17:39Z'}",Smooth and Effortless,FALSE,5
The app worked once for me then every time i use plaid to link my bank account it says wrong password which i know it’s not i then proceed to change my password and the whole app glitches out go join Dave or something don’t waste your time,trinese S,12/6/2020 17:39,"{'id': 19607051, 'body': ""Hi Trinese, a member of our team looked up your account. It looks like there was an issue with the data being sent from your bank to Plaid (our account authentication partner). We've reset your bank link so that you can reauthenticate your credentials. In the future, please reach out to us at floatme.zendesk.com if you need help!"", 'modified': '2020-12-08T03:29:04Z'}",App crashes a lot,FALSE,3
"So far it’s been simple. And they actually sent me the money instantly. It’s not the full fifty advertised though, just 20$. I figure it just needs time to build up history.",😺😼🤗,5/9/2021 14:31,"{'id': 22750893, 'body': 'Hi there, thank you so much for your review. The system increases Floats based on a variety of factors, including the number of Floats taken out and on-time repayment history. Please feel free to reach out to support for more information on this specific case.', 'modified': '2021-05-11T17:17:40Z'}",Quick and Easy,FALSE,4
"I was actually approved first time I applied so I’m hopeful and happy.   Even though this instacash is kind of low, $20 bucks, it’s WAY better than nothing!!  It will grow as I repay on time.",Liddster,6/6/2021 12:32,"{'id': 22054520, 'body': 'Hi Liddster, thank you for your review! The system increases Floats based on a variety of factors, including the number of Floats taken out and on-time repayment history. Please feel free to reach out to support for more information on this specific case :)', 'modified': '2021-04-05T16:31:31Z'}",Hopeful,TRUE,5
Y’all would be getting a higher review but what is wrong with y’all a customer service?? It’s basically non existent. I have been using the service for a while but I’m unable to use it anymore because I’ve forgotten my login credentials and I can’t get ANYONE from the app to contact me back. I’ve sent several emails over the past few weeks. It’s despicable,mrosen69,12/14/2020 18:38,"{'id': 19836504, 'body': 'Hi, thank you for reaching out. During the holiday season our wait times are little longer than normal due to increased demand. A member of our team has replied to the ticket submitted on 12/12/20 with a request for more information.', 'modified': '2020-12-17T18:19:52Z'}",Customer service doesn’t exist,FALSE,1
If I could leave negative stars I would! After SEVEN MONTHS of being waitlisted && unapproved for their $20 “loan” they finally allowed me to get those stinking $20. THEN proceeded to charge me $14 for “subscription fees” in the months I COULD NOT use the service. So they basically just charged me $14 for wasting valuable space on MY phone with their bs app. Now they don’t want to close my account 🙄😩 Surely going to write the BBB after this one. #FloatMeAwayFromThisScam,nee matthews,7/21/2020 19:27,"{'id': 16813600, 'body': ""Hi Nee, we unfortunately don't have any customers or support tickets matching the name left on this review Please write us at support@floatme.io we'd love to look into this for you. We do not charge any membership dues to accounts while they were on they waitlist. Membership dues are only charged once an account is activated by the member. \n\nAccounts can be closed at any time by visiting our self-service portal at: https://floatme.zendesk.com/hc/en-us/articles/360036075614-How-do-I-cancel-my-FloatMe-subscription\n\nThe only exception is if there is an active fraud investigation or an outstanding Float on the account that is not yet repaid."", 'modified': '2020-07-22T15:35:53Z'}",ZERO STARS!,FALSE,1
Deposits the money pretty fast even if you do the 2-4 business days. Only thing I dislike is it only allows me to borrow $20.,beauty_smj,6/4/2021 19:12,"{'id': 22922911, 'body': 'Thank you so much for the love! 😁', 'modified': '2021-05-20T19:42:00Z'}",Reliable,TRUE,5
"Just started a new job after getting off of part time work and I’m hurting bad until Friday, float me definitely helps.",TheIronNut,4/5/2021 10:32,"{'id': 22078486, 'body': ""Hi TheIronNut, thank you for your review! We're so glad we could help :)"", 'modified': '2021-04-06T14:25:42Z'}",Pretty convenient and inexpensive.,FALSE,5
"Simple,easy and would recommend",Meebs10,6/8/2021 17:29,"{'id': 23315417, 'body': 'Thank you so much for your review! :)', 'modified': '2021-06-10T21:07:58Z'}",$20 advance where others only offered $5,FALSE,5
