developerResponse,userName,review,isEdited,title,date,rating
,Trixie Tangg,The app was super easy to use. There are no glitches as far as I can tell but it’s very user friendly and simple. I’ve used it at Sephora and at two other retailers that are not on the platform but you can search for them in the QuadPay app and it gives you pay instructions when you’re at checkout and choose to pay with QuadPay. Really simple and useful. I approve!,FALSE,Really useful!,10/5/2020 1:31,5
"{'id': 18623073, 'body': ""We are so sorry for the issues you're experiencing. We would be happy to step in and help out. When you have a moment, please email us at appreviews@quadpay.com with any previous case numbers for reference. Thanks!"", 'modified': '2020-10-21T16:55:35Z'}",Micah Perrego,"Very great concept and it is very useful, only charge about $4 per purchase, BUT...

They have little to NO support for technical issues. They have no call center, only a live chat, and they did not help me with my issue. I bought an Apple Pencil for $132. I returned it because it was the wrong one and ended up just flat out buying the right one somewhere else with MY own money.

Long story short they claim I never returned it and are auto drafting my bank account every paycheck so now I have paid for the item twice and my bank can’t do anything about it! I do not recommend because this is theft.",FALSE,Use at your own risk,10/13/2020 15:54,1
,Gogi_Kodz,"Super easy to use, you can shop at any store online or in person and it breaks down your purchase in 4 payments that are automatically withdrawn on due dates. Takes the sting out of big purchases so you can pay over time without paying high credit card APR’s. Will always be making my bigger purchases with QuadPay in the future.",FALSE,Super easy super convenient,10/5/2020 0:49,5
,Faith529,"Great app and easy to use. Makes it affordable to use without the high interest. Easy to purchase items and split payments. Great alternative to a credit card and can be used on most websites. Returns are easy and as soon as they received notification of my return from Uggs, my funds were refunded the next day. I would definitely recommend to friends",FALSE,Easy to use app,9/24/2020 10:56,5
,Youngzombie,"Easy to use and search through for the store you’re wanting. Even if it’s not one listed, you can search for it and it’ll bring up a search result where you can proceed to the website. 

I like that it’s a simple 4 payment program, no strings attached. I’ve used it a couple of times now, paid off early, but no issues or complaints.",FALSE,Great App; Great Program,9/9/2020 2:08,5
,Alannah.B,"I discovered this app when I was purchasing something on fashion nova. At the check out page it gave me the option to pay through QuadPay. I was a little skeptical but I tried it and love it ! . They do check your credit score because this is like giving you credit to slowly pay it off. 
If you have decent credit, you’ll love this app. 
You don’t have to pay the full amount at the very moment. 
I have a balance of 400$ Credit so far, I am assuming the more you use it and pay off fast the more credit you’ll get. 
This app is pretty good so far and there isn’t any other fees!  

ONCE YOU GET THE APP , there is a list of stores you can purchase from,  it’s not just fashion nova!!!",FALSE,I recommend this app,8/10/2020 17:44,5
"{'id': 17243880, 'body': ""We are so sorry for the issues you're experiencing. We would be happy to step in and help out. When you have a moment, please email us at appreviews@quadpay.com with any previous case numbers for reference. Thanks!"", 'modified': '2020-08-12T17:35:32Z'}",j0c714,"Honestly, I dislike using QuadPay due to having duplicate charges which I find totally unprofessional. Based off their customer service options there wasn’t much information in order for me to contact anyone to get further assistance. As a suggestion, you should refer back to AfterPay because not once have I had an issue and they’re quick to respond within 24/48 hrs.",FALSE,Review,8/10/2020 2:20,5
,Sierajay,As a mother it is hard to shop for your children and yourself without breaking your bank. I recently discovered this app and the set up process was super simple. As soon as I logged in my spending amount was available above the beautiful bright blue card! I used this app to purchase at one of my favorite stores Old Navy! Really simple process and I’m one happy purchaser. Thank you QuadPay! 😁,FALSE,QuadPay is my new addiction!,8/1/2020 1:04,5
,I kit kat,"I have placed two orders with QuadPay. Everything went accordingly. The only feedback I have right now is that the “how” be explained a little bit better. Maybe it was just me, but it took me actually going through with a transaction to see how the app and process fully works. Other than that it went smooth for me with these two purchases. I do currently plan to use the app again, and I would recommend it.",FALSE,Good so far,8/3/2020 21:20,4
,Cody Ken,The app is great if you want to buy something for a few hundred bucks but don’t want to pay the total amount upfront. You can search any website or at least all the ones I searched and use the QuadPay on the website as a payment option! I’ve already used it a few different times in the last month or so.,FALSE,Convenient little app,7/15/2020 13:28,5
,Tonya_J,I am so happy QuadPay has an app! I was looking at a purchase with a store that did not have the QuadPay option along with the other payment options so I went on the QuadPay website and learned that I could set up payment for my items by searching for the store using the app. I tried it out first with UGGs and it worked great! Now I will go back to use it with the larger purchase.😁,FALSE,Love this App!,7/5/2020 2:42,5
"{'id': 14574214, 'body': 'Thank you for the awesome review! We are thrilled that we can make your life a little easier! Keep on #QuadPaying', 'modified': '2020-04-09T19:05:13Z'}","Laury,T","I like the fact I can pay over 4 installments. My information is safe and secure. If I want to pay off early I can. I shop from some of my favorite stores and pay over time.  The app is easy to use , a couple of clicks and you are all done. I have recommended QUADPAY to so many of friends. Thank you. Hands down by far the best App out over some other ones I tried.",FALSE,Convenient and Easy,4/5/2020 4:47,5
