isEdited,date,title,rating,userName,review,developerResponse
FALSE,2/5/2021 1:13,Honestly love this app,5,Newburied,"Can’t say much bad. 

The only thing I have to say is when you’re trying to “reset your pin” but you’re already logged into the app you wind up in an infinity loop that doesn’t help. Deleting the app and forcing the email to go through browser was the only way. Somehow someway I know that there’s a fix to this and that is literally my only complaint.",
FALSE,12/6/2020 6:56,Amazing,5,SullyCortez,"This is the BEST out of the “pay later” apps by a mile. The feature set, the credit building option, the entire thing is awesome. They just need a card similar to cashapp (which I think they now have) and Sezzle will take the top spot, in my opinion. 5 stars, just wish they, like Affirm does, would allow MONTHLY payments instead of every two wks. Still this app is 🔥🔥🔥",
FALSE,8/20/2020 11:34,Sezzle is awesome,5,Mr. Gripper,What’s great about it is that you can make easy payments on the things you like to make it easier on your wallet. Especially high priced items. It’s a worry free payment process. You get two weeks to make the next payment. I would recommend this app to anyone. The faster you pay off overtime you will receive higher credit limit. It’s a life saver for me,
FALSE,1/22/2021 18:35,Why sizzle is so great?,5,Takita Jackson,"This is a awesome app , and now they have the option for you to report your payments to your credit report . Which is awesome if you want to build credit with some of your monthly purchases . And you can also purchase gift cards based of your approved credit limit and use it in stores as well. Overall this a good app .",
FALSE,5/9/2021 16:44,Really good but...,5,aksuba,"I have done the Sezzle UP and it’s been working for me, but the only problem is that when you do Sezzle Up supposedly it reports to credit bureau and should help you get a better credit score, but I’ve been using it since November but credit score has not gone up yet... just wanted to ask why it hasn’t. Other than that it’s good app.",
FALSE,5/29/2021 5:13,The only installment e-card that,4,Dear Destiny,"Accepts Debit, Credit, and prepaid cards. The only reason it’s getting 4 stars instead of 5 is because it’s not accepted everywhere yet but It’s the only eCard that you can pay back with a prepaid card. It helps on payments I have set aside on my prepaid card for things like this. I wish the rest did This. I usually don’t write long reviews unless I really enjoyed or disliked something. I love this.",
FALSE,1/14/2021 19:58,payment,5,Belle south,Sezzle sends you text messages letting you know you have an upcoming payment. I was unable to make it to the bank on time and because I received a text message I was able to reschedule the payment for the next day this is a great card to work with The reminders are a lifesaver for lack of a better way to say it. thank you Sezzle!!!!!,
FALSE,5/21/2021 17:31,Great,5,Ameiya601,"I ordered from sizzle and the payment arrangements worked out great. Had no issues with payment, unfortunately I still have not received the item that I ordered I’m still waiting on that… No fault of sizzle it’s the company I ordered from it’s on back order I ordered April 2, 2021 unbelievable it was a graduation gift needless to say unfortunately my son didn’t get it yet😡",
FALSE,2/7/2021 0:52,Love sezzle!,5,sharla.borboleta,I absolutely love sezzle. Love it even more with the sezzle up. I’m excited about being able to raise my credit score now! I’ve been using this payment method for over a year now & its aoooo helpful especially when you don’t have the greatest credit! So hopefully my credit score will start going up now! Thank you sezzle for adding this feature! 💜,
FALSE,4/15/2021 14:14,Great app! Save for one thing,4,Macfavor,"This App is a great way to have access to a ton of businesses that I wouldn’t normally find elsewhere. That’s cool! On top of the fact that I can split my payments on anything I want to buy I have been able to track my payments and budget easily. 

I just wish the virtual card could work in more place. I live in Colorado and so I find myself stuck online almost all of the stores I like.",
FALSE,1/28/2021 18:36,Simply Amazing,5,Srhea19,There are no words to describe how awesome this invention is I was able to purchase so many things that I normally just would do without because I didn’t want to spend all the money at once on some thing that wasn’t an absolute necessity but this gives you a great opportunity to be able to have fun things at a costly easy price !!!,
FALSE,12/17/2020 9:17,Loveeee this app!!,5,Ayannalee22,We weren’t sure that we were going to be able and get Christmas gifts for our daughter because bills are stacking up.. couldn’t even get groceries but this app has helped! We were able to get Christmas gifts  and pay over time!!! I will always recommend this to anyone!! Also they are doing a giveaway so good luck to everybody fingers crossed🤞🏼,
FALSE,12/17/2020 1:56,Best App/Service ever!!,5,sabelmac,"I LOVE this app! For someone who messed up their credit at a young age, which makes credit cards a headache, this app makes purchases possible for me that I couldn’t just pay outright. I’ve also seen my credit purchase limit increase as I’ve made on time payments. Thank you thank you for this second chance app! User/customer for life!",
